ds,y
2019-11-07 00:10:00,0.612117908
2019-11-07 01:10:00,0.605041408
2019-11-07 02:10:00,0.583999579
2019-11-07 03:10:00,0.545594915
2019-11-07 04:10:00,0.632959124
2019-11-07 05:10:00,0.672990343
2019-11-07 06:10:00,0.752419782
2019-11-07 07:10:00,0.731969215
2019-11-07 08:10:00,0.690031582
2019-11-07 09:10:00,0.635700555
2019-11-07 10:10:00,0.67831628
2019-11-07 11:10:00,0.657367515
2019-11-07 12:10:00,0.695981521
2019-11-07 13:10:00,0.698964551
2019-11-07 14:10:00,0.666564069
2019-11-07 15:10:00,0.626270938
2019-11-07 16:10:00,0.682883014
2019-11-07 17:10:00,0.753648104
2019-11-07 18:10:00,0.803183648
2019-11-07 19:10:00,0.831489678
2019-11-07 20:10:00,0.789030618
2019-11-07 21:10:00,0.796107133
2019-11-07 22:10:00,0.753648088
2019-11-07 23:10:00,0.725342074
2019-11-08 00:10:00,0.810260148
2019-11-08 01:10:00,0.760724588
2019-11-08 02:10:00,0.697856706
2019-11-08 03:10:00,0.74881777
2019-11-08 04:10:00,0.816444025
2019-11-08 05:10:00,0.924072651
2019-11-08 06:10:00,1.028676884
2019-11-08 07:10:00,0.943091204
2019-11-08 08:10:00,0.951495577
2019-11-08 09:10:00,0.95115627
2019-11-08 10:10:00,0.950753615
2019-11-08 11:10:00,0.984028035
2019-11-08 12:10:00,0.951790328
2019-11-08 13:10:00,0.831489694
2019-11-08 14:10:00,0.866872223
2019-11-08 15:10:00,0.903560808
2019-11-08 16:10:00,0.908754661
2019-11-08 17:10:00,1.046598126
2019-11-08 18:10:00,1.111261924
2019-11-08 19:10:00,1.214033716
2019-11-08 20:10:00,1.393851938
2019-11-08 21:10:00,1.376822797
2019-11-08 22:10:00,1.22883708
2019-11-08 23:10:00,1.204442629
2019-11-09 00:10:00,1.149080586
2019-11-09 01:10:00,1.125353894
2019-11-09 02:10:00,1.120893206
2019-11-09 03:10:00,1.100252365
2019-11-09 04:10:00,1.107525986
2019-11-09 05:10:00,1.258743395
2019-11-09 06:10:00,1.312870745
2019-11-09 07:10:00,1.309380812
2019-11-09 08:10:00,1.26620566
2019-11-09 09:10:00,1.247335342
2019-11-09 10:10:00,1.11243347
2019-11-09 11:10:00,1.061895879
2019-11-09 12:10:00,0.988797877
2019-11-09 13:10:00,0.868126139
2019-11-09 14:10:00,0.826045107
2019-11-09 15:10:00,0.751407711
2019-11-09 16:10:00,0.824912267
2019-11-09 17:10:00,0.823612813
2019-11-09 18:10:00,1.033139938
2019-11-09 19:10:00,1.064592694
2019-11-09 20:10:00,1.036523273
2019-11-09 21:10:00,1.153701716
2019-11-09 22:10:00,1.089224275
2019-11-09 23:10:00,1.125123058
2019-11-10 00:10:00,1.044546086
2019-11-10 01:10:00,1.036708403
2019-11-10 02:10:00,1.022555357
2019-11-10 03:10:00,1.022555388
2019-11-10 04:10:00,1.022555434
2019-11-10 05:10:00,1.114549977
2019-11-10 06:10:00,1.135779507
2019-11-10 07:10:00,1.171162052
2019-11-10 08:10:00,1.213621097
2019-11-10 09:10:00,1.206544613
2019-11-10 10:10:00,0.987172843
2019-11-10 11:10:00,0.902254768
2019-11-10 12:10:00,0.814123964
2019-11-10 13:10:00,0.721667426
2019-11-10 14:10:00,0.75261331
2019-11-10 15:10:00,0.67534303
2019-11-10 16:10:00,0.687541821
2019-11-10 17:10:00,0.819362802
2019-11-10 18:10:00,0.92423171
2019-11-10 19:10:00,0.902163156
2019-11-10 20:10:00,1.000861268
2019-11-10 21:10:00,0.956179824
2019-11-10 22:10:00,0.921305395
2019-11-10 23:10:00,0.896897649
2019-11-11 00:10:00,0.792478192
2019-11-11 01:10:00,0.765111581
2019-11-11 02:10:00,0.765527777
2019-11-11 03:10:00,0.787887814
2019-11-11 04:10:00,0.791295024
2019-11-11 05:10:00,0.926650739
2019-11-11 06:10:00,0.9810739
2019-11-11 07:10:00,0.977447
2019-11-11 08:10:00,0.823202482
2019-11-11 09:10:00,0.776419162
2019-11-11 10:10:00,0.73951775
2019-11-11 11:10:00,0.714281281
2019-11-11 12:10:00,0.674189233
2019-11-11 13:10:00,0.717619509
2019-11-11 14:10:00,0.667834105
2019-11-11 15:10:00,0.651622188
2019-11-11 16:10:00,0.659186046
2019-11-11 17:10:00,0.81384131
2019-11-11 18:10:00,0.840939776
2019-11-11 19:10:00,0.852719208
2019-11-11 20:10:00,0.774877603
2019-11-11 21:10:00,0.923484283
2019-11-11 22:10:00,0.881025208
2019-11-11 23:10:00,0.859795693
2019-11-12 00:10:00,0.895178253
2019-11-12 01:10:00,0.852719208
2019-11-12 02:10:00,0.923484283
2019-11-12 03:10:00,0.895178238
2019-11-12 04:10:00,1.107473478
2019-11-12 05:10:00,1.128702977
2019-11-12 06:10:00,1.243235501
2019-11-12 07:10:00,1.209327866
2019-11-12 08:10:00,1.173329241
2019-11-12 09:10:00,1.254295679
2019-11-12 10:10:00,1.190088103
2019-11-12 11:10:00,1.151183659
2019-11-12 12:10:00,1.146762705
2019-11-12 13:10:00,1.057937948
2019-11-12 14:10:00,1.121626508
2019-11-12 15:10:00,1.178244141
2019-11-12 16:10:00,1.287507428
2019-11-12 17:10:00,1.457435343
2019-11-12 18:10:00,1.600412813
